Year,Month,Location,Type,Employment
2016,April,Vermont,"Agriculture, forestry, fishing and hunting",3104.0
2016,April,Vermont,Mining,642.0
2016,April,Vermont,Construction supersector,14588.0
2016,April,Vermont,Manufacturing supersector,29809.0
2016,April,Vermont,Durable Goods manufacturing,18771.0
2016,April,Vermont,Non-Durable Goods manufacturing,11038.0
2016,April,Vermont,Service Providing domain,200289.0
2016,April,Vermont,"Trade, Transportation, and Utilities supersector",54831.0
2016,April,Vermont,Wholesale trade,9493.0
2016,April,Vermont,Retail trade,37550.0
2016,April,Vermont,Transportation and warehousing,6375.0
2016,April,Vermont,Utilities,1413.0
2016,April,Vermont,Information supersector,4623.0
2016,April,Vermont,Financial Activities supersector,11562.0
2016,April,Vermont,Finance and insurance,8684.0
2016,April,Vermont,Real estate and rental and leasing,2878.0
2016,April,Vermont,Professional and Business Services supersector,27443.0
2016,April,Vermont,Professional and technical services,14442.0
2016,April,Vermont,Management of companies and enterprises,2039.0
2016,April,Vermont,Administrative and waste services,10962.0
2016,April,Vermont,Education and Health Services supersector,61079.0
2016,April,Vermont,Educational services,10471.0
2016,April,Vermont,Health care and social assistance,50608.0
2016,April,Vermont,Leisure and Hospitality supersector,31778.0
2016,April,Vermont,"Arts, entertainment, and recreation",3681.0
2016,April,Vermont,Accommodation and food services,28097.0
2016,April,Vermont,"Other services, except public administration supersector",8973.0
2016,April,Vermont,Unspecified industry supersector,
2016,April,Vermont,Federal Government,6867.0
2016,April,Vermont,State government,16500.0
2016,April,Vermont,Local government,31086.0
2017,April,Vermont,Total Covered -  all ownerships,304906.0
2017,April,Vermont,Private ownership,250533.0
2017,April,Vermont,Goods Producing domain,47237.0
2017,April,Vermont,Natural Resources and Mining supersector,3756.0
2017,April,Vermont,"Agriculture, forestry, fishing and hunting",3143.0
2017,April,Vermont,Mining,613.0
2017,April,Vermont,Construction supersector,14090.0
2017,April,Vermont,Manufacturing supersector,29391.0
2017,April,Vermont,Durable Goods manufacturing,18344.0
2017,April,Vermont,Non-Durable Goods manufacturing,11047.0
2017,April,Vermont,Service Providing domain,203296.0
2017,April,Vermont,"Trade, Transportation, and Utilities supersector",54502.0
2017,April,Vermont,Wholesale trade,9257.0
2017,April,Vermont,Retail trade,37516.0
2017,April,Vermont,Transportation and warehousing,6457.0
2017,April,Vermont,Utilities,1272.0
2017,April,Vermont,Information supersector,4462.0
2017,April,Vermont,Financial Activities supersector,11586.0
2017,April,Vermont,Finance and insurance,8682.0
2017,April,Vermont,Real estate and rental and leasing,2904.0
2017,April,Vermont,Professional and Business Services supersector,28220.0
2017,April,Vermont,Professional and technical services,14515.0
2017,April,Vermont,Management of companies and enterprises,2071.0
2017,April,Vermont,Administrative and waste services,11634.0
2017,April,Vermont,Education and Health Services supersector,61858.0
2017,April,Vermont,Educational services,10340.0
2017,April,Vermont,Health care and social assistance,51518.0
2017,April,Vermont,Leisure and Hospitality supersector,34127.0
2017,April,Vermont,"Arts, entertainment, and recreation",3806.0
2017,April,Vermont,Accommodation and food services,30321.0
2017,April,Vermont,"Other services, except public administration supersector",8541.0
2017,April,Vermont,Unspecified industry supersector,
2017,April,Vermont,Federal Government,6934.0
2017,April,Vermont,State government,16590.0
2017,April,Vermont,Local government,30849.0
2000,August,Vermont,Total Covered -  all ownerships,293413.0
2000,August,Vermont,Private ownership,253631.0
2000,August,Vermont,Goods Producing domain,67282.0
2000,August,Vermont,Natural Resources and Mining supersector,3456.0
2000,August,Vermont,"Agriculture, forestry, fishing and hunting",2448.0
2000,August,Vermont,Mining,1008.0
2000,August,Vermont,Construction supersector,16714.0
2000,August,Vermont,Manufacturing supersector,47112.0
2000,August,Vermont,Durable Goods manufacturing,34375.0
2000,August,Vermont,Non-Durable Goods manufacturing,12737.0
2000,August,Vermont,Service Providing domain,186349.0
2000,August,Vermont,"Trade, Transportation, and Utilities supersector",58282.0
2000,August,Vermont,Wholesale trade,10051.0
2000,August,Vermont,Retail trade,39937.0
2000,August,Vermont,Transportation and warehousing,6590.0
2000,August,Vermont,Utilities,1704.0
2000,August,Vermont,Information supersector,6352.0
2000,August,Vermont,Financial Activities supersector,12630.0
2000,August,Vermont,Finance and insurance,9460.0
2000,August,Vermont,Real estate and rental and leasing,3170.0
2000,August,Vermont,Professional and Business Services supersector,21340.0
2000,August,Vermont,Professional and technical services,12330.0
2000,August,Vermont,Management of companies and enterprises,305.0
2000,August,Vermont,Administrative and waste services,8705.0
2000,August,Vermont,Education and Health Services supersector,42282.0
2000,August,Vermont,Educational services,7895.0
2000,August,Vermont,Health care and social assistance,34387.0
2000,August,Vermont,Leisure and Hospitality supersector,35161.0
2000,August,Vermont,"Arts, entertainment, and recreation",4044.0
2000,August,Vermont,Accommodation and food services,31117.0
2000,August,Vermont,"Other services, except public administration supersector",10302.0
2000,August,Vermont,Unspecified industry supersector,
2000,August,Vermont,Federal Government,5888.0
2000,August,Vermont,State government,14590.0
2000,August,Vermont,Local government,19304.0
2001,August,Vermont,Total Covered -  all ownerships,295307.0
2001,August,Vermont,Private ownership,254735.0
2001,August,Vermont,Goods Producing domain,66073.0
2001,August,Vermont,Natural Resources and Mining supersector,3532.0
2001,August,Vermont,"Agriculture, forestry, fishing and hunting",2511.0
2001,August,Vermont,Mining,1021.0
2001,August,Vermont,Construction supersector,17208.0
2001,August,Vermont,Manufacturing supersector,45333.0
2001,August,Vermont,Durable Goods manufacturing,33205.0
2001,August,Vermont,Non-Durable Goods manufacturing,12128.0
2001,August,Vermont,Service Providing domain,188662.0
2001,August,Vermont,"Trade, Transportation, and Utilities supersector",58154.0
2001,August,Vermont,Wholesale trade,10062.0
2001,August,Vermont,Retail trade,40022.0
2001,August,Vermont,Transportation and warehousing,6397.0
2001,August,Vermont,Utilities,1673.0
2001,August,Vermont,Information supersector,6529.0
2001,August,Vermont,Financial Activities supersector,13152.0
2001,August,Vermont,Finance and insurance,9947.0
2001,August,Vermont,Real estate and rental and leasing,3205.0
2001,August,Vermont,Professional and Business Services supersector,21421.0
2001,August,Vermont,Professional and technical services,12501.0
2001,August,Vermont,Management of companies and enterprises,300.0
2001,August,Vermont,Administrative and waste services,8620.0
2001,August,Vermont,Education and Health Services supersector,43628.0
2001,August,Vermont,Educational services,7880.0
2001,August,Vermont,Health care and social assistance,35748.0
2001,August,Vermont,Leisure and Hospitality supersector,35169.0
2001,August,Vermont,"Arts, entertainment, and recreation",4297.0
2001,August,Vermont,Accommodation and food services,30872.0
2001,August,Vermont,"Other services, except public administration supersector",10609.0
2001,August,Vermont,Unspecified industry supersector,
2001,August,Vermont,Federal Government,5908.0
2001,August,Vermont,State government,15037.0
2001,August,Vermont,Local government,19627.0
2002,August,Vermont,Total Covered -  all ownerships,293167.0
2002,August,Vermont,Private ownership,251513.0
2002,August,Vermont,Goods Producing domain,60330.0
2002,August,Vermont,Natural Resources and Mining supersector,3327.0
2002,August,Vermont,"Agriculture, forestry, fishing and hunting",2439.0
2002,August,Vermont,Mining,888.0
2002,August,Vermont,Construction supersector,16472.0
2002,August,Vermont,Manufacturing supersector,40531.0
2002,August,Vermont,Durable Goods manufacturing,29123.0
2002,August,Vermont,Non-Durable Goods manufacturing,11408.0
2002,August,Vermont,Service Providing domain,191183.0
2002,August,Vermont,"Trade, Transportation, and Utilities supersector",59029.0
2002,August,Vermont,Wholesale trade,10097.0
2002,August,Vermont,Retail trade,40688.0
2002,August,Vermont,Transportation and warehousing,6513.0
2002,August,Vermont,Utilities,1731.0
2002,August,Vermont,Information supersector,6729.0
2002,August,Vermont,Financial Activities supersector,13199.0
2002,August,Vermont,Finance and insurance,9941.0
2002,August,Vermont,Real estate and rental and leasing,3258.0
2002,August,Vermont,Professional and Business Services supersector,21146.0
2002,August,Vermont,Professional and technical services,12538.0
2002,August,Vermont,Management of companies and enterprises,289.0
2002,August,Vermont,Administrative and waste services,8319.0
2002,August,Vermont,Education and Health Services supersector,46281.0
2002,August,Vermont,Educational services,7864.0
2002,August,Vermont,Health care and social assistance,38417.0
2002,August,Vermont,Leisure and Hospitality supersector,35045.0
2002,August,Vermont,"Arts, entertainment, and recreation",4469.0
2002,August,Vermont,Accommodation and food services,30576.0
2002,August,Vermont,"Other services, except public administration supersector",9754.0
2002,August,Vermont,Unspecified industry supersector,
2002,August,Vermont,Federal Government,6061.0
2002,August,Vermont,State government,14938.0
2002,August,Vermont,Local government,20655.0
2003,August,Vermont,Total Covered -  all ownerships,292208.0
2003,August,Vermont,Private ownership,250506.0
2003,August,Vermont,Goods Producing domain,58639.0
2003,August,Vermont,Natural Resources and Mining supersector,3289.0
2003,August,Vermont,"Agriculture, forestry, fishing and hunting",2443.0
2003,August,Vermont,Mining,846.0
2003,August,Vermont,Construction supersector,17513.0
2003,August,Vermont,Manufacturing supersector,37837.0
2003,August,Vermont,Durable Goods manufacturing,27003.0
2003,August,Vermont,Non-Durable Goods manufacturing,10834.0
2003,August,Vermont,Service Providing domain,191867.0
2003,August,Vermont,"Trade, Transportation, and Utilities supersector",57923.0
2003,August,Vermont,Wholesale trade,10302.0
2003,August,Vermont,Retail trade,39670.0
2003,August,Vermont,Transportation and warehousing,6223.0
2003,August,Vermont,Utilities,1728.0
2003,August,Vermont,Information supersector,6508.0
2003,August,Vermont,Financial Activities supersector,13321.0
2003,August,Vermont,Finance and insurance,10017.0
2003,August,Vermont,Real estate and rental and leasing,3304.0
2003,August,Vermont,Professional and Business Services supersector,21107.0
2003,August,Vermont,Professional and technical services,12251.0
2003,August,Vermont,Management of companies and enterprises,267.0
2003,August,Vermont,Administrative and waste services,8589.0
2003,August,Vermont,Education and Health Services supersector,48773.0
2003,August,Vermont,Educational services,8386.0
2003,August,Vermont,Health care and social assistance,40387.0
2003,August,Vermont,Leisure and Hospitality supersector,34716.0
2003,August,Vermont,"Arts, entertainment, and recreation",4620.0
2003,August,Vermont,Accommodation and food services,30096.0
2003,August,Vermont,"Other services, except public administration supersector",9519.0
2003,August,Vermont,Unspecified industry supersector,
2003,August,Vermont,Federal Government,6307.0
2003,August,Vermont,State government,15301.0
2003,August,Vermont,Local government,20094.0
2004,August,Vermont,Total Covered -  all ownerships,296947.0
2004,August,Vermont,Private ownership,253587.0
2004,August,Vermont,Goods Producing domain,59511.0
2004,August,Vermont,Natural Resources and Mining supersector,3344.0
2004,August,Vermont,"Agriculture, forestry, fishing and hunting",2526.0
2004,August,Vermont,Mining,818.0
2004,August,Vermont,Construction supersector,18699.0
2004,August,Vermont,Manufacturing supersector,37468.0
2004,August,Vermont,Durable Goods manufacturing,26698.0
2004,August,Vermont,Non-Durable Goods manufacturing,10770.0
2004,August,Vermont,Service Providing domain,194076.0
2004,August,Vermont,"Trade, Transportation, and Utilities supersector",58704.0
2004,August,Vermont,Wholesale trade,10137.0
2004,August,Vermont,Retail trade,40362.0
2004,August,Vermont,Transportation and warehousing,6486.0
2004,August,Vermont,Utilities,1719.0
2004,August,Vermont,Information supersector,6389.0
2004,August,Vermont,Financial Activities supersector,13262.0
2004,August,Vermont,Finance and insurance,9826.0
2004,August,Vermont,Real estate and rental and leasing,3436.0
2004,August,Vermont,Professional and Business Services supersector,21869.0
2004,August,Vermont,Professional and technical services,12651.0
2004,August,Vermont,Management of companies and enterprises,285.0
2004,August,Vermont,Administrative and waste services,8933.0
2004,August,Vermont,Education and Health Services supersector,49027.0
2004,August,Vermont,Educational services,8184.0
2004,August,Vermont,Health care and social assistance,40843.0
2004,August,Vermont,Leisure and Hospitality supersector,35405.0
